X,Y,Z,Weight,Yaw
4.900000000000002,0.2,6.300000000000002,1.0,0.0
5.042620177158228,0.2897214390806825,6.261490044062103,1.0,0.5615376052517409
5.178788604537584,0.3859403961165896,6.231293204650946,1.0,0.6151532662202739
5.308667909693222,0.4883369237918955,6.208785775633872,1.0,0.6676261370781293
5.432420720180299,0.596591074790775,6.19334405087823,1.0,0.7186947065625848
5.550209663553965,0.7103829017974024,6.184344324251365,1.0,0.7681397377465602
5.66219736736937,0.8293924574959521,6.181162889620617,1.0,0.8157867934517719
5.768546459181669,0.9532997945705983,6.183176040853331,1.0,0.8615060520056884
5.869419566546012,1.0817849657055159,6.189760071816851,1.0,0.9052099049292409
5.964979317017553,1.2145280235848792,6.200291276378524,1.0,0.9468489448592523
6.055388338151447,1.3512090208928627,6.214145948405694,1.0,0.9864069618937685
6.1408092575028395,1.4915080103136402,6.230700381765701,1.0,1.0238954987955864
6.221404702626891,1.6351050445313875,6.249330870325895,1.0,1.0593484041650996
6.297337301078745,1.7816801762302776,6.269413707953612,1.0,1.0928166976937068
6.368769680413558,1.9309134580944853,6.290325188516204,1.0,1.1243639441899957
6.435864468186483,2.082484942808186,6.311441605881011,1.0,1.1540622352230285
6.498784291952671,2.236074683055553,6.332139253915379,1.0,1.181988803310527
6.557691779267277,2.3913627315207613,6.351794426486653,1.0,1.2082232428364452
6.612749557685448,2.548029140887985,6.369783417462173,1.0,1.2328452807609707
6.664120254762341,2.7057539638413988,6.385482520709287,1.0,1.2559330241255886
6.711966498053106,2.864217253065177,6.398268030095338,1.0,1.2775616058891655
6.756450915112897,3.0230990612434945,6.407516239487671,1.0,1.2978021519401117
6.797736133496862,3.182079441060525,6.412603442753627,1.0,1.3167209972443412
6.8359847807601595,3.340838445200444,6.412905933760557,1.0,1.33437908583585
6.871359484457937,3.4990561263474236,6.407800006375798,1.0,1.3508314962364858
6.904022872145349,3.6564125371856417,6.396661954466697,1.0,1.3661270398903853
6.934137571377547,3.812587730399271,6.378868071900597,1.0,1.3803078846340326
6.961866209709684,3.967261758672485,6.353794652544845,1.0,1.3934091575741487
6.987371414696908,4.120114674689457,6.3208179902667805,1.0,1.4054584815360822
7.010812515162641,4.270835752708654,6.279338830484266,1.0,1.4165060579074291
7.032261914388732,4.419357266542037,6.2294022463266305,1.0,1.4273685215672156
7.0516984653386015,4.565873009057951,6.171746744193687,1.0,1.4389079503772513
7.069096395047562,4.7105897048643435,6.107145119758859,1.0,1.4511499263589804
7.084429930550918,4.853714078569157,6.036370168695575,1.0,1.4640690733299215
7.097673298883973,4.995452854780333,5.960194686677256,1.0,1.4776317699230186
7.1088007270820395,5.136012758105819,5.879391469377333,1.0,1.4917960615497832
7.117786442180419,5.275600513153555,5.794733312469231,1.0,1.5065117922582343
7.124604671214422,5.414422844531487,5.706993011626376,1.0,1.521720976771324
7.1292296412193545,5.552686476847557,5.616943362522194,1.0,1.5373584220998266
7.1316355792305215,5.6905981347097105,5.5253571608301115,1.0,1.5533525949581246
7.131796712283232,5.828364542725891,5.433007202223556,1.0,1.569626716716832
7.1296872674127885,5.966192425504039,5.340666282375951,1.0,1.58610005304526
7.125281471654502,6.104288507652099,5.249107196960725,1.0,1.6026893521529888
7.118553552043679,6.2428595137780185,5.159102741651303,1.0,1.6193103750384812
7.109477735615621,6.382112168489738,5.07142571212111,1.0,1.6358794545676598
7.098027975216952,6.522252912574325,4.986848190701086,1.0,1.6523171262188792
7.084071919630337,6.6633781483172125,4.9058656939527365,1.0,1.6693671193283035
7.067210351029673,6.805308036431539,4.8282794454233,1.0,1.6890441897744692
7.047002842506388,6.947820080882241,4.753783457127577,1.0,1.7116524176336467
7.023008967151913,7.090691785634262,4.682071741080372,1.0,1.7371836752941923
6.994788298057677,7.23370065465254,4.612838309296488,1.0,1.7656281720396787
6.961900408315106,7.376624191902016,4.545777173790727,1.0,1.7969675548866786
