X,Y,Z,Weight,Yaw
-8.200000000000001,21.600000000000005,3.0,1.0,0.0
-8.191157071609267,21.294264241153773,3.0000000000000004,1.0,-1.541880953055187
-8.181757751995391,20.988583450080572,2.9999999999999996,1.0,-1.540057205301209
-8.171802041158386,20.68295762678042,3.0000000000000004,1.0,-1.5382330061667855
-8.161289939098245,20.377386771253303,3.000000000000001,1.0,-1.5364083676294769
-8.150221445814967,20.07187088349922,3.000000000000001,1.0,-1.534583301684399
-8.13859656130855,19.766409963518175,3.0,1.0,-1.5327578203436265
-8.126415285579002,19.46100401131017,3.0000000000000004,1.0,-1.5309319356358526
-8.113677618626317,19.155653026875207,3.000000000000001,1.0,-1.529105659605734
-8.100383560450496,18.85035701021328,3.000000000000001,1.0,-1.5272790043136146
-8.086533111051539,18.54511596132439,3.000000000000001,1.0,-1.5254519818349521
-8.072126270429447,18.23992988020854,3.000000000000001,1.0,-1.5236246042598547
-8.05716303858422,17.934798766865725,3.000000000000001,1.0,-1.5217968836926208
-8.041643415515855,17.62972262129595,3.0000000000000004,1.0,-1.5199688322512555
-8.025567401224356,17.324701443499215,3.000000000000001,1.0,-1.5181404620670134
-8.008934995709721,17.01973523347552,3.000000000000001,1.0,-1.516311785283887
-7.99174619897195,16.71482399122486,3.000000000000001,1.0,-1.5144828140581477
-7.974001011011043,16.40996771674724,3.0000000000000004,1.0,-1.5126535605578668
-7.955699431827003,16.105166410042656,3.000000000000001,1.0,-1.5108240369624326
-7.936841461419825,15.800420071111114,3.000000000000001,1.0,-1.5089942554620348
-7.917427099789512,15.495728699952608,3.000000000000001,1.0,-1.5071642282572442
-7.897456346936062,15.19109229656714,3.0000000000000004,1.0,-1.5053339675584705
-7.876929537092115,14.88651080117528,3.0000000000000004,1.0,-1.503504591141921
-7.856805719483333,14.58181268230752,3.0000000000000004,1.0,-1.5048470052392389
-7.837974630392472,14.276838805512797,3.0000000000000004,1.0,-1.5091280559148141
-7.820436269819535,13.97158917079111,3.0000000000000004,1.0,-1.513403630167445
-7.804190637764522,13.666063778142467,3.0000000000000004,1.0,-1.5176735824844059
-7.789237734227431,13.360262627566861,3.0,1.0,-1.5219377685553226
-7.775577559208264,13.054185719064296,3.0000000000000004,1.0,-1.5261960452980998
-7.76321011270702,12.747833052634771,3.0000000000000004,1.0,-1.5304482708840623
-7.752135394723698,12.441204628278282,3.0,1.0,-1.5346943047626076
-7.742353405258299,12.134300445994835,3.0,1.0,-1.538934007685114
-7.733864144310825,11.827120505784428,3.0,1.0,-1.5431672417282407
-7.726667611881273,11.519664807647061,2.9999999999999996,1.0,-1.5473938703165186
-7.720763807969644,11.211933351582733,2.9999999999999996,1.0,-1.5516137582443512
-7.71615273257594,10.903926137591444,3.0000000000000004,1.0,-1.5558267716972445
-7.712720500097059,10.595726740276197,3.0,1.0,-1.559660384831783
-7.708946572780125,10.288451001636268,3.0,1.0,-1.558515052680549
-7.704355287051057,9.982447985936899,3.0,1.0,-1.5557933986945793
-7.698946642909859,9.677717693178085,3.0,1.0,-1.5530492356010608
-7.692720640356528,9.37426012335983,3.0,1.0,-1.5502823248487565
-7.685677279391065,9.072075276482135,3.0,1.0,-1.5474924253084468
-7.67781656001347,8.771163152544995,3.0,1.0,-1.5446792932590148
-7.669138482223743,8.471523751548414,3.0,1.0,-1.5418426823742786
-7.659643046021883,8.17315707349239,3.0,1.0,-1.538982343710623
-7.649330251407892,7.876063118376926,3.0000000000000004,1.0,-1.5360980256954264
-7.638200098381767,7.580241886202018,2.9999999999999996,1.0,-1.533189474116362
-7.62625258694351,7.285693376967671,2.9999999999999996,1.0,-1.530256432111667
-7.613487717093123,6.99241759067388,3.0,1.0,-1.5272986401613489
-7.599905488830603,6.700414527320647,3.0000000000000004,1.0,-1.5243158360794278
-7.585505902155949,6.409684186907973,3.0,1.0,-1.521307755007352
-7.570288957069166,6.1202265694358555,3.0,1.0,-1.5182741294085282
-7.55522002420709,5.830864968679365,3.0,1.0,-1.5187668493743605
-7.545285280276086,5.5355216514394066,2.9999999999999996,1.0,-1.537171054780595
-7.541194490834571,5.233331472745785,2.9999999999999996,1.0,-1.5572600179641343
-7.542947655882543,4.924294432598506,3.0,1.0,-1.5764692592052483
-7.550544775420004,4.608410530997572,3.0,1.0,-1.5948420449624139
-7.563985849446951,4.285679767942975,2.9999999999999996,1.0,-1.6124202196203783
-7.583270877963387,3.9561021434347254,2.9999999999999996,1.0,-1.6292440549831513
-7.60839986096931,3.619677657472813,2.9999999999999996,1.0,-1.6453521524740218
-7.639372798464722,3.2764063100572427,2.9999999999999996,1.0,-1.6607813878644728
-7.67618969044962,2.926288101188016,2.999999999999999,1.0,-1.6755668898465552
-7.718850536924008,2.5693230308651294,3.0,1.0,-1.6897420451292826
-7.767355337887882,2.2055110990885876,3.0,1.0,-1.7033385239575118
-7.821704093341246,1.8348523058583837,3.0,1.0,-1.7163863210187826
-7.881896803284096,1.4573466511745212,3.0,1.0,-1.7289138076230357
-7.920931791006209,1.100542112530418,3.0,1.0,-1.6797645701087949
-7.906722558247959,0.7971743656170526,3.0000000000000004,1.0,-1.523992222894559
-7.839210626863066,0.5473030717167577,3.0000000000000004,1.0,-1.306910370304559
-7.718395996851529,0.3509282308295284,3.000000000000001,1.0,-1.0192574260161187
-7.544278668213348,0.2080498429553673,3.0000000000000004,1.0,-0.6871684435866381
-7.316858640948529,0.11866790809427535,3.000000000000001,1.0,-0.37447970249028834
-7.036135915057061,0.08278242624625044,3.000000000000001,1.0,-0.12714291741474149
-6.704458277591641,0.09802597836487596,3.0000000000000004,1.0,0.045926620851946064
-6.364604059632801,0.12126252463847613,3.0000000000000004,1.0,0.06826585626186547
-6.032524899800866,0.13640704021434644,3.000000000000001,1.0,0.045573559431966365
-5.70822079809584,0.14345952509248672,3.0000000000000004,1.0,0.021743090586213785
-5.391691754517715,0.14241997927289723,3.0000000000000004,1.0,-0.0032841917770042367
-5.082937769066494,0.13328840275557785,3.0000000000000004,1.0,-0.02956695568696029
-4.78155799420802,0.11692004468658816,3.0000000000000004,1.0,-0.05425809489239412
-4.482412624278963,0.10428120529189318,3.0000000000000004,1.0,-0.04222471212445037
-4.183933775893281,0.09871712387759544,3.0,1.0,-0.018639300791953427
-3.8861214490509717,0.10022780044369495,3.0,1.0,0.005072535530059755
-3.5889756437520366,0.10881323499019169,2.9999999999999996,1.0,0.02888496668326998
-3.2924963599964787,0.12447342751708552,2.999999999999999,1.0,0.05277148756677168
-2.9966835977842927,0.14720837802437678,2.9999999999999996,1.0,0.07670509046332154
-2.7015373571154835,0.17701808651206496,2.999999999999999,1.0,0.10065844581778033
-2.403825623277595,0.20931671948732924,2.9999999999999996,1.0,0.10806696031351827
-2.0972457066788883,0.2351615314504909,2.9999999999999996,1.0,0.08410155962693489
-1.7816341644182832,0.25432061691947966,2.9999999999999996,1.0,0.06063023913867663
-1.4569909964957741,0.2667939758942961,2.9999999999999996,1.0,0.03840286130934552
-1.1233162029113681,0.27258160837493967,2.9999999999999996,1.0,0.017343390291392112
-0.7806097836650576,0.2716835143614108,2.9999999999999996,1.0,-0.0026205869140805745
-0.42887173875684576,0.2640996938537091,2.999999999999999,1.0,-0.021557649977558623
-0.06810206818673725,0.249830146851835,2.999999999999999,1.0,-0.039532460277845724
