X,Y,Z,Weight,Yaw
-8.200000000000001,22.10000000000001,5.000000000000002,1.0,0.0
-8.249215093939734,21.799195919484987,5.000000000000002,1.0,-1.732971227008503
-8.295256673883484,21.49829120238539,5.000000000000002,1.0,-1.7226292163352892
-8.338124739831253,21.197285848701224,5.000000000000002,1.0,-1.7122613196298566
-8.377819291783037,20.896179858432497,5.000000000000002,1.0,-1.7018696764508903
-8.41434032973884,20.594973231579196,5.000000000000003,1.0,-1.6914564566748975
-8.447687853698659,20.29366596814132,5.0,1.0,-1.6810238579079186
-8.477861863662499,19.992258068118886,5.000000000000001,1.0,-1.6705741028094774
-8.504862359630355,19.690749531511884,5.000000000000002,1.0,-1.660109436336297
-8.528689341602227,19.389140358320304,5.000000000000001,1.0,-1.6496321229144821
-8.54934280957812,19.087430548544162,5.000000000000002,1.0,-1.6391444435483604
-8.566822763558028,18.78562010218345,5.000000000000001,1.0,-1.628648692875296
-8.581129203541954,18.48370901923817,5.000000000000001,1.0,-1.6181471761759711
-8.592262129529898,18.181697299708322,5.000000000000001,1.0,-1.6076422063495006
-8.60022154152186,17.879584943593905,5.0,1.0,-1.597136100863513
-8.605007439517838,17.577371950894918,5.0,1.0,-1.5866311786891034
-8.606619823517837,17.275058321611365,5.000000000000001,1.0,-1.5761297572308512
-8.605058693521851,16.972644055743245,5.000000000000001,1.0,-1.5656341492618933
-8.600324049529883,16.67012915329055,5.0,1.0,-1.5551466598745383
-8.592415891541933,16.367513614253287,5.0,1.0,-1.5446695834559456
-8.581334219558002,16.064797438631462,5.0,1.0,-1.5342052006992029
-8.56714170367579,15.761981592531377,5.000000000000001,1.0,-1.5239621279702433
-8.552821196806795,15.459112058855982,5.0,1.0,-1.523548757640415
-8.540011129283222,15.156214095231185,5.0,1.0,-1.5285298214408003
-8.528711501105084,14.853287701656987,5.0,1.0,-1.5335120491750003
-8.518922312272371,14.550332878133382,4.999999999999999,1.0,-1.5384951938329086
-8.510643562785091,14.247349624660375,5.0,1.0,-1.5434790081314744
-8.503875252643239,13.944337941237967,4.999999999999999,1.0,-1.5484632445880406
-8.498617381846817,13.641297827866154,5.000000000000001,1.0,-1.5534476555942005
-8.494869950395824,13.338229284544935,5.0,1.0,-1.5584319934894675
-8.492632958290258,13.035132311274314,5.0,1.0,-1.5634160106351676
-8.491906405530122,12.732006908054288,5.0,1.0,-1.5683994594882438
-8.492690292115418,12.428853074884861,4.999999999999999,1.0,-1.5733820926749766
-8.494984618046141,12.125670811766032,5.0,1.0,-1.5783636630645692
-8.498789383322295,11.822460118697798,5.0,1.0,-1.5833439238426723
-8.504104587943877,11.519220995680158,5.0,1.0,-1.5883226285844698
-8.510888291843584,11.215956086379144,5.0,1.0,-1.5931615018679672
-8.516867946357925,10.912808639484627,5.0,1.0,-1.5905190037480865
-8.520746045237994,10.609860442495052,4.999999999999999,1.0,-1.5835968224043162
-8.522522588483792,10.307111495410412,4.999999999999999,1.0,-1.5766643004814087
-8.522197576095321,10.004561798230714,4.999999999999999,1.0,-1.5697220825749254
-8.519771008072583,9.702211350955956,4.999999999999999,1.0,-1.5627708188224145
-8.51524288441557,9.400060153586132,4.999999999999999,1.0,-1.5558111645528891
-8.508613205124291,9.09810820612125,5.0,1.0,-1.5488437799290815
-8.49988197019874,8.796355508561303,4.999999999999999,1.0,-1.5418693295825399
-8.489049179638918,8.494802060906297,4.999999999999999,1.0,-1.534888482242643
-8.476114833444825,8.193447863156228,4.999999999999998,1.0,-1.527901910359441
-8.461078931616466,7.892292915311102,5.0,1.0,-1.5209102897213462
-8.443941474153831,7.591337217370909,4.999999999999999,1.0,-1.5139142990677257
-8.42470246105693,7.290580769335656,4.999999999999999,1.0,-1.5069146196975547
-8.403361892325758,6.990023571205344,5.0,1.0,-1.4999119350739094
-8.379919767960313,6.689665622979966,4.999999999999999,1.0,-1.4929069304256273
-8.3543760879606,6.389506924659529,5.0,1.0,-1.4859002923462796
-8.326731536714494,6.0895473340008595,4.999999999999998,1.0,-1.4788950141113333
-8.299735412506065,5.789215436864174,5.0,1.0,-1.48114961502123
-8.275968230531255,5.487974898985771,5.0,1.0,-1.4920617386803745
-8.255429990790072,5.185825720365653,4.999999999999999,1.0,-1.5029268878719957
-8.238120693282513,4.882767901003817,5.0,1.0,-1.513742817054974
-8.224040338008576,4.578801440900265,5.0,1.0,-1.5245073470314507
-8.213188924968266,4.273926340054994,5.0,1.0,-1.5352183668937123
-8.205566454161577,3.9681425984680057,4.999999999999999,1.0,-1.5458738357605537
-8.201172925588512,3.661450216139304,4.999999999999999,1.0,-1.5564717843031661
-8.200008339249074,3.353849193068882,4.999999999999999,1.0,-1.5670103160610485
-8.202072695143258,3.045339529256747,4.999999999999999,1.0,-1.5774876085501441
-8.207365993271067,2.7359212247028912,4.999999999999999,1.0,-1.5879019141659587
-8.213743354106665,2.426233943143085,4.999999999999999,1.0,-1.5913863218218425
-8.191736526887865,2.125065950371286,5.0,1.0,-1.4978543655995555
-8.131964641975662,1.8352148870221923,4.999999999999999,1.0,-1.3674311898592597
-8.034427699370061,1.5566807530958096,4.999999999999998,1.0,-1.2339616091098478
-7.899125699071062,1.289463548592132,4.999999999999999,1.0,-1.102091851871495
-7.726058641078662,1.033563273511163,4.999999999999999,1.0,-0.9761495476691826
-7.515226525392865,0.7889799278529052,5.0,1.0,-0.8593737828100063
-7.272023171696642,0.5597308783066479,4.999999999999999,1.0,-0.7558708535368472
-7.0178003725285985,0.3617191370498477,5.000000000000001,1.0,-0.6617361509338807
-6.754753026634855,0.19657948492934355,5.000000000000001,1.0,-0.5606062522071615
-6.482881134015414,0.06431192194513809,5.000000000000001,1.0,-0.452795012177709
-6.202184694670278,-0.03508355190276792,5.000000000000001,1.0,-0.34032543824154304
-5.912663708599441,-0.10160693661437657,5.000000000000001,1.0,-0.22585041743355683
-5.614318175802907,-0.1352582321896867,5.000000000000002,1.0,-0.11231831719404199
-5.307148096280679,-0.13603743862869838,5.000000000000001,1.0,-0.00253672092294059
-4.994244267187719,-0.11248587558051684,5.000000000000002,1.0,0.07512608158105233
-4.683708841417835,-0.08699358491526764,5.000000000000001,1.0,0.08190774646045786
-4.375967113013809,-0.060735853195677876,5.000000000000002,1.0,0.08511776575020535
-4.071019081975646,-0.03371268042174785,5.000000000000002,1.0,0.08838479402868699
-3.768864748303351,-0.0059240665934778705,5.000000000000002,1.0,0.09171029196011846
-3.469504111996915,0.022629988289132687,5.000000000000001,1.0,0.09509576778714508
-3.172937173056345,0.05194948422608319,5.0,1.0,0.09854277914892566
-2.8791639314816355,0.08203442121737427,4.999999999999999,1.0,0.10205293497501122
-2.5848725041152036,0.10976397513237068,4.999999999999999,1.0,0.09394743387186326
-2.2834539291410607,0.12891044815312436,4.999999999999999,1.0,0.06343598279053694
-1.9747252016281993,0.1393013927090199,4.999999999999998,1.0,0.033644499684041575
-1.6586863215766272,0.1409368088000571,4.999999999999998,1.0,0.005174684498848123
-1.3353372889863375,0.133816696426236,4.999999999999998,1.0,-0.022016339004524228
-1.004678103857333,0.11794105558755653,4.999999999999998,1.0,-0.04797525596709051
-0.6667087661896178,0.09330988628401901,4.999999999999998,1.0,-0.07275126972869159
-0.32396506343351533,0.06300075631698061,4.999999999999998,1.0,-0.08820145298860692
-0.013373940453001679,0.07183018865686569,4.999999999999999,1.0,0.028420178047823604
0.25289446978124974,0.13456851011632698,4.999999999999998,1.0,0.23139999609114967
0.47484016726923495,0.25121572069536463,4.999999999999999,1.0,0.48389094872238375
0.6524631520109525,0.4217718203939766,5.0,1.0,0.765104253786742
0.7857634240064046,0.6462368092121635,4.999999999999999,1.0,1.0349054316318653
0.8747409832555926,0.9246106871499293,5.0,1.0,1.2614260620178193
0.9194384494720697,1.2568216223626167,4.999999999999999,1.0,1.4370540503365554
0.9401282036319994,1.6087022683436036,4.999999999999999,1.0,1.5120662968515726
0.9536511874686016,1.9518686729378218,4.999999999999999,1.0,1.5314102145431217
0.960007400981876,2.2863208361452645,5.0,1.0,1.5517937634293277
0.9591968441718225,2.6120587579659458,4.999999999999999,1.0,1.5732846926951347
0.9512195170384413,2.929082438399859,4.999999999999999,1.0,1.5959542079060414
0.9360754195817325,3.237391877447003,5.0,1.0,1.619876677502125
0.9137645518016955,3.5369870751073784,4.999999999999999,1.0,1.6451291628098645
0.8880425396091183,3.831257231179148,5.0,1.0,1.6579842434779741
0.8662347248606741,4.126812974018765,4.999999999999999,1.0,1.644448650075602
0.8485311879925197,4.42382583843593,5.0,1.0,1.6303311749943847
0.834931929004655,4.722295824430635,4.999999999999999,1.0,1.6163280740519428
0.8254369478970803,5.02222293200288,4.999999999999999,1.0,1.6024433863634826
0.8200462446697956,5.3236071611526645,4.999999999999999,1.0,1.58868090050697
0.8187598193228007,5.626448511879984,4.999999999999999,1.0,1.5750441536073922
0.821315728453677,5.930669914966617,5.0,1.0,1.5623950474261024
0.8235195158852785,6.235037273827183,4.999999999999999,1.0,1.5635559021664125
0.8239118031148134,6.5391212088351,4.999999999999999,1.0,1.5695062651811447
0.8224925901422819,6.842921719990367,5.0,1.0,1.5754678220578697
0.8192618769676839,7.14643880729298,4.999999999999999,1.0,1.5814401794957946
0.8142196635910192,7.449672470742947,4.999999999999999,1.0,1.5874229396861945
0.8073659500122881,7.752622710340267,5.0,1.0,1.5934157004549196
0.7987007362314902,8.055289526084938,5.0,1.0,1.5994180554093533
0.7886356723226675,8.357737421361122,4.999999999999999,1.0,1.6040627206027904
0.7785829134968221,8.660187673403586,5.0,1.0,1.6040218218745699
0.7686606537348876,8.962658802582526,5.0,1.0,1.6035885571303299
0.7588688930368642,9.265150808897939,4.999999999999999,1.0,1.6031553398778582
0.749207631402752,9.567663692349822,5.0,1.0,1.6027221702719308
0.7396768688325515,9.870197452938175,5.0,1.0,1.602289048467215
0.7302766053262619,10.172752090662993,5.0,1.0,1.6018559746182788
0.7211411369853927,10.475344792808125,4.999999999999999,1.0,1.6009778024536465
0.7130802387143401,10.778079194780474,5.0,1.0,1.5974170014930102
0.7062295415804991,11.080972654713495,4.999999999999999,1.0,1.59340998550935
0.7005890455838696,11.384025172607187,5.0,1.0,1.5894064503818455
0.6961587507244517,11.68723674846154,4.999999999999999,1.0,1.5854065197452918
